Rk Player Age Team Pos G GS MP PER TS% 3PAr FTr ORB% DRB% TRB% AST% STL% BLK% TOV% USG% OWS DWS WS WS/48 OBPM DBPM BPM VORP
Dennis SchrÃ¶der 31 GSW PG 12 12.0 341.0 5.9 0.426 0.46 0.206 1.8 6.3 4.0 22.7 1.0 0.6 14.9 19.8 -0.4 0.2 -0.2 -0.023 -5.9 -2.0 -7.9 -0.5
Jamal Murray 27 DEN PG 30 30.0 1101.0 15.8 0.547 0.356 0.234 1.6 10.4 6.2 23.2 2.1 1.6 11.0 22.9 1.2 0.9 2.1 0.093 0.3 -0.6 -0.3 0.5
Darius Garland 25 CLE PG 36 36.0 1087.0 21.9 0.636 0.452 0.216 1.7 7.5 4.6 32.1 1.8 0.7 12.4 26.8 3.6 1.0 4.7 0.206 4.9 -0.8 4.2 1.7
Tyrese Maxey 24 PHI PG 29 29.0 1081.0 19.1 0.546 0.459 0.271 0.5 10.2 5.1 27.5 2.8 1.1 9.4 30.4 1.2 1.1 2.3 0.103 2.7 -0.3 2.4 1.2
Chris Paul 39 SAS PG 37 37.0 1075.0 16.3 0.572 0.618 0.184 2.0 13.5 7.9 39.7 2.3 0.7 16.6 14.9 2.3 1.2 3.5 0.157 0.8 1.1 1.8 1.0
Tyus Jones 28 PHO PG 35 35.0 1073.0 15.7 0.614 0.542 0.083 2.1 7.1 4.7 28.9 1.6 0.4 11.4 16.2 2.4 0.3 2.7 0.12 1.9 -1.2 0.7 0.7
Carlton Carrington 19 WAS PG 35 26.0 1058.0 8.7 0.531 0.532 0.096 1.2 13.5 7.3 18.6 1.2 0.7 16.4 14.3 0.0 0.1 0.1 0.005 -3.5 -1.1 -4.6 -0.7
Payton Pritchard 27 BOS PG 37 0.0 1031.0 18.6 0.643 0.758 0.123 5.6 9.0 7.3 17.7 1.6 0.4 8.2 19.5 3.2 1.1 4.3 0.199 4.1 -0.1 4.0 1.6
Damian Lillard 34 MIL PG 28 28.0 1009.0 21.6 0.615 0.538 0.398 1.9 11.1 6.6 31.6 1.5 0.4 12.3 27.9 3.0 1.0 3.9 0.187 4.6 -0.8 3.8 1.5
Jalen Suggs 23 ORL PG 34 34.0 987.0 14.7 0.537 0.501 0.226 2.6 14.3 8.2 21.5 2.5 3.2 16.0 27.3 -0.4 1.9 1.4 0.07 -0.4 1.3 0.9 0.7
Russell Westbrook 36 DEN PG 36 15.0 974.0 16.2 0.539 0.355 0.32 5.1 14.1 9.8 32.6 2.9 1.8 19.5 22.6 0.6 1.1 1.7 0.086 -0.1 0.7 0.6 0.6
Jrue Holiday 34 BOS PG 31 31.0 954.0 14.4 0.581 0.558 0.168 4.0 10.9 7.4 18.0 1.6 1.2 11.7 16.7 1.7 1.1 2.7 0.138 0.6 0.6 1.1 0.8
Stephen Curry 36 GSW PG 30 30.0 941.0 20.9 0.615 0.632 0.204 1.5 15.9 8.5 31.4 1.8 1.6 14.5 28.6 1.8 1.2 3.0 0.153 5.8 0.3 6.1 1.9
Terry Rozier 30 MIA PG 32 17.0 929.0 10.6 0.507 0.484 0.173 2.7 12.4 7.6 14.7 1.1 1.3 11.4 20.4 -0.3 0.8 0.6 0.03 -2.6 -1.2 -3.8 -0.4
Josh Giddey 22 CHI PG 33 33.0 902.0 15.7 0.532 0.367 0.213 5.5 20.8 13.2 33.5 1.7 1.5 19.8 21.3 0.5 0.8 1.3 0.071 0.5 0.4 0.8 0.7
Stephon Castle 20 SAS PG 36 19.0 886.0 9.8 0.474 0.374 0.304 2.7 7.5 5.1 22.1 1.5 1.1 13.6 22.7 -0.7 0.7 0.0 0.0 -3.8 -1.2 -5.1 -0.7
Keyonte George 21 UTA PG 28 28.0 882.0 11.4 0.532 0.571 0.224 1.5 10.0 5.9 27.6 1.2 0.5 18.4 24.0 -0.1 0.0 0.0 -0.001 -0.9 -3.0 -3.9 -0.4
Kris Dunn 30 LAC PG 37 26.0 866.0 10.9 0.523 0.513 0.053 3.4 12.9 8.1 15.9 3.3 1.5 16.0 13.7 0.1 1.4 1.5 0.086 -3.0 2.8 -0.2 0.4
Spencer Dinwiddie 31 DAL PG 36 8.0 849.0 13.0 0.551 0.523 0.39 1.0 9.3 5.3 19.7 1.7 0.8 10.9 17.4 1.2 0.7 1.9 0.108 -0.7 -0.1 -0.8 0.3
CJ McCollum 33 NOP PG 25 25.0 833.0 16.8 0.555 0.452 0.161 2.1 10.2 6.0 20.2 1.3 1.4 7.9 27.4 0.9 0.0 1.0 0.056 1.9 -2.4 -0.5 0.3
D'Angelo Russell 28 2TM PG 32 12.0 831.0 14.0 0.541 0.531 0.186 1.1 10.5 5.8 29.2 1.7 0.7 13.5 22.4 0.6 0.4 1.0 0.058 -0.3 -1.3 -1.6 0.1
D'Angelo Russell 28 LAL PG 29 10.0 763.0 13.2 0.537 0.54 0.17 1.2 10.5 5.9 26.5 1.5 0.5 13.0 22.1 0.4 0.3 0.7 0.046 -0.6 -1.5 -2.2 0.0
D'Angelo Russell 28 BRK PG 3 2.0 68.0 23.1 0.586 0.429 0.357 0.0 10.7 5.2 59.3 3.6 3.0 17.8 25.5 0.2 0.1 0.3 0.19 3.7 1.4 5.0 0.1
Anthony Black 21 ORL PG 35 3.0 828.0 9.8 0.506 0.327 0.383 2.6 10.5 6.3 22.2 1.9 2.7 20.6 19.2 -0.6 1.3 0.7 0.041 -3.8 1.1 -2.7 -0.1
Davion Mitchell 26 TOR PG 34 14.0 824.0 7.7 0.506 0.492 0.175 2.0 7.4 4.7 23.8 1.5 0.8 22.5 13.3 -0.1 0.1 0.0 -0.001 -3.9 -0.9 -4.8 -0.6
Mike Conley 37 MIN PG 33 30.0 822.0 12.7 0.526 0.675 0.192 2.3 9.7 6.1 24.6 2.8 0.7 13.3 15.6 0.9 1.2 2.1 0.122 -1.2 1.6 0.4 0.5
LaMelo Ball 23 CHO PG 24 24.0 810.0 22.0 0.553 0.531 0.231 3.2 14.4 8.6 44.6 2.0 0.6 12.7 38.7 1.2 0.8 1.9 0.114 6.0 -0.1 5.9 1.6
Luka DonÄiÄ 25 DAL PG 22 22.0 785.0 24.8 0.584 0.455 0.313 2.3 22.4 12.6 36.1 2.7 1.0 12.4 32.8 1.9 1.2 3.1 0.191 5.7 1.3 7.0 1.8
Scoot Henderson 20 POR PG 30 3.0 776.0 11.5 0.514 0.359 0.317 2.8 9.5 6.1 28.2 2.1 1.0 20.2 22.1 -0.2 0.3 0.1 0.004 -2.6 -1.5 -4.1 -0.4
T.J. McConnell 32 IND PG 37 0.0 716.0 19.4 0.57 0.074 0.13 3.5 11.0 7.3 33.9 3.0 1.2 14.5 24.2 0.9 0.6 1.6 0.104 0.8 0.2 1.0 0.5
Dejounte Murray 28 NOP PG 21 21.0 699.0 14.4 0.471 0.33 0.207 1.6 19.5 10.1 36.2 3.6 1.3 18.0 26.7 -0.9 0.7 -0.2 -0.014 -2.1 0.2 -2.0 0.0
Miles McBride 24 NYK PG 28 0.0 687.0 13.3 0.565 0.584 0.155 3.6 8.6 6.2 16.0 1.8 0.8 9.4 17.0 1.0 0.5 1.6 0.111 0.5 -0.2 0.2 0.4
Ben Simmons 28 BRK PG 26 20.0 653.0 12.3 0.562 0.0 0.165 4.0 21.0 12.3 40.3 1.7 1.9 34.9 14.1 0.2 0.6 0.8 0.057 -2.1 1.3 -0.8 0.2
Gabe Vincent 28 LAL PG 32 5.0 610.0 4.8 0.47 0.659 0.058 1.9 5.9 3.9 6.7 1.9 0.7 11.8 11.5 -0.4 0.3 -0.1 -0.011 -5.8 -0.4 -6.3 -0.7
Ja Morant 25 MEM PG 21 21.0 583.0 20.6 0.568 0.301 0.421 2.6 13.3 8.1 41.0 1.8 1.2 16.8 32.4 1.0 0.8 1.8 0.147 3.9 -0.2 3.8 0.9
Jamal Shead 22 TOR PG 34 0.0 539.0 8.8 0.499 0.429 0.113 1.6 6.2 3.9 29.9 1.9 0.7 22.1 17.6 -0.2 0.1 -0.2 -0.014 -3.5 -1.7 -5.2 -0.4
Isaiah Collier 20 UTA PG 28 5.0 526.0 3.4 0.368 0.403 0.193 1.5 12.5 7.1 28.2 1.9 0.9 34.2 15.6 -1.4 0.2 -1.2 -0.109 -7.6 -1.3 -8.9 -0.9
Cole Anthony 24 ORL PG 36 3.0 506.0 11.5 0.483 0.383 0.218 3.5 17.6 10.2 29.8 1.7 1.9 17.4 27.7 -0.7 0.8 0.1 0.014 -3.1 0.2 -2.9 -0.1
Vasilije MiciÄ 31 CHO PG 24 11.0 506.0 6.6 0.434 0.473 0.134 3.1 9.0 5.9 25.4 1.3 0.0 19.9 20.5 -0.8 0.3 -0.6 -0.053 -4.6 -2.3 -6.9 -0.6
Kyle Lowry 38 PHI PG 25 12.0 497.0 9.5 0.531 0.747 0.287 1.8 9.3 5.3 18.9 2.5 1.7 15.5 10.3 0.4 0.5 0.9 0.083 -3.0 1.6 -1.4 0.1
Cameron Payne 30 NYK PG 32 1.0 489.0 14.4 0.56 0.607 0.098 2.2 8.4 5.4 23.8 1.9 1.7 10.3 19.0 0.8 0.4 1.3 0.127 0.3 0.0 0.3 0.3
Dalano Banton 25 POR PG 28 0.0 448.0 14.9 0.513 0.417 0.257 2.6 12.2 7.3 24.9 2.6 2.9 15.4 26.8 -0.2 0.3 0.2 0.017 0.6 -0.2 0.4 0.3
Malcolm Brogdon 32 WAS PG 18 13.0 447.0 16.2 0.554 0.247 0.361 4.0 13.1 8.5 24.6 1.1 1.0 12.1 23.8 0.5 0.0 0.6 0.062 0.4 -1.6 -1.2 0.1
Monte Morris 29 PHO PG 31 0.0 432.0 12.7 0.536 0.443 0.286 2.4 10.6 6.6 17.3 1.6 0.7 8.2 17.6 0.5 0.2 0.6 0.07 -1.3 -0.9 -2.1 0.0
Marcus Smart 30 MEM PG 18 6.0 382.0 12.3 0.523 0.613 0.254 4.0 7.4 5.7 22.7 2.7 1.4 17.7 19.9 0.2 0.5 0.7 0.087 -1.0 0.8 -0.2 0.2
Marcus Sasser 24 DET PG 27 0.0 375.0 13.5 0.589 0.527 0.062 3.3 5.9 4.6 20.0 2.6 1.0 15.3 17.8 0.4 0.3 0.7 0.096 -0.8 0.2 -0.6 0.1
Vit Krejci 24 ATL PG 23 6.0 371.0 8.7 0.522 0.628 0.16 2.8 12.1 7.4 16.8 1.7 2.0 17.3 13.3 0.1 0.2 0.3 0.039 -3.6 -0.1 -3.7 -0.2
Delon Wright 32 MIL PG 23 2.0 370.0 8.0 0.409 0.611 0.194 4.5 7.6 6.1 14.2 2.5 1.8 14.3 10.8 -0.1 0.4 0.3 0.044 -3.9 1.2 -2.7 -0.1
Jose Alvarado 26 NOP PG 15 7.0 353.0 13.8 0.53 0.6 0.169 2.9 6.5 4.6 24.5 3.4 1.1 12.5 19.1 0.3 0.2 0.5 0.065 -1.0 0.0 -1.0 0.1
Reed Sheppard 20 HOU PG 30 0.0 349.0 7.2 0.414 0.576 0.051 3.0 8.6 5.7 13.3 2.2 2.6 13.0 16.4 -0.4 0.6 0.2 0.028 -4.3 1.3 -3.1 -0.1
Lonzo Ball 27 CHI PG 18 0.0 346.0 12.2 0.484 0.813 0.125 2.1 15.9 9.1 23.1 3.6 2.2 17.2 14.7 0.0 0.4 0.5 0.064 -2.4 3.0 0.6 0.2
Tre Mann 23 CHO PG 13 0.0 319.0 13.8 0.537 0.373 0.13 3.9 9.0 6.4 21.5 1.1 1.3 12.8 25.8 0.1 0.2 0.3 0.042 -0.4 -1.9 -2.3 0.0
Tre Jones 25 SAS PG 19 0.0 314.0 13.0 0.54 0.327 0.327 3.8 10.6 7.2 31.3 2.0 1.1 17.1 10.3 0.6 0.3 0.9 0.132 -1.9 1.9 0.0 0.2
Aaron Holiday 28 HOU PG 26 0.0 274.0 11.5 0.579 0.615 0.218 1.5 7.8 4.6 14.8 1.4 0.7 9.5 14.2 0.5 0.3 0.8 0.138 -1.4 0.5 -0.9 0.1
Quenton Jackson 26 IND PG 18 7.0 254.0 13.4 0.598 0.316 0.276 4.5 7.4 6.0 16.5 1.7 1.8 11.4 16.4 0.4 0.1 0.5 0.101 -1.6 -0.7 -2.2 0.0
Keaton Wallace 25 ATL PG 16 1.0 248.0 8.6 0.515 0.521 0.056 0.9 8.9 4.8 15.7 2.4 2.3 18.9 14.7 -0.1 0.2 0.0 0.009 -3.9 0.4 -3.6 -0.1
Reggie Jackson 34 PHI PG 20 0.0 238.0 10.3 0.498 0.636 0.039 2.3 10.7 6.3 20.2 2.1 1.3 12.3 16.5 0.0 0.2 0.2 0.048 -2.3 -0.3 -2.6 0.0
Ryan Rollins 22 MIL PG 21 4.0 235.0 14.3 0.581 0.434 0.145 2.9 13.4 8.3 13.9 3.9 3.2 17.4 18.2 0.0 0.4 0.5 0.097 -2.9 3.3 0.4 0.1
Immanuel Quickley 25 TOR PG 8 8.0 225.0 14.2 0.513 0.458 0.234 0.5 8.4 4.4 34.4 1.1 0.4 10.6 24.6 0.3 0.0 0.3 0.057 0.3 -3.4 -3.1 -0.1
Patty Mills 36 UTA PG 12 0.0 193.0 5.9 0.444 0.746 0.068 0.6 6.2 3.4 12.2 2.8 1.5 17.6 16.0 -0.3 0.1 -0.2 -0.05 -4.6 0.4 -4.2 -0.1
Bones Hyland 24 LAC PG 16 0.0 176.0 15.5 0.545 0.699 0.237 3.1 8.2 5.7 18.0 3.3 2.3 14.2 29.3 0.0 0.3 0.3 0.074 1.5 0.5 2.0 0.2
Jordan McLaughlin 28 SAC PG 24 0.0 174.0 9.4 0.52 0.585 0.341 2.6 10.4 6.4 15.9 2.8 0.0 18.9 14.3 0.0 0.2 0.2 0.048 -3.9 0.1 -3.8 -0.1
KJ Simpson 22 CHO PG 12 0.0 173.0 6.4 0.377 0.475 0.246 7.2 5.8 6.5 16.9 2.6 1.2 15.1 19.4 -0.3 0.1 -0.2 -0.05 -6.2 -0.2 -6.4 -0.2
Cory Joseph 33 ORL PG 23 0.0 159.0 9.9 0.501 0.674 0.043 3.5 11.5 7.3 19.4 2.2 1.2 16.1 15.3 0.0 0.2 0.2 0.071 -2.6 1.0 -1.6 0.0
Elfrid Payton 30 NOP PG 7 3.0 144.0 15.0 0.501 0.022 0.043 3.6 15.1 9.1 50.2 3.4 2.0 29.9 19.6 -0.1 0.1 0.0 0.01 -2.3 0.0 -2.2 0.0
Tyler Kolek 23 NYK PG 22 0.0 131.0 10.3 0.548 0.595 0.095 1.8 9.3 5.7 14.8 2.3 0.7 15.5 17.3 0.0 0.1 0.2 0.059 -3.2 -0.2 -3.4 0.0
Rob Dillingham 20 MIN PG 15 0.0 127.0 9.4 0.539 0.412 0.0 0.9 8.6 4.8 31.3 0.8 0.0 23.9 23.1 -0.1 0.1 0.0 -0.008 -1.9 -2.0 -4.0 -0.1
Jeff Dowtin 27 PHI PG 13 0.0 126.0 10.2 0.489 0.273 0.333 1.7 10.6 6.0 15.3 1.6 0.8 5.0 13.9 0.1 0.1 0.2 0.064 -3.4 0.2 -3.2 0.0
Jevon Carter 29 CHI PG 17 0.0 114.0 14.5 0.598 0.689 0.133 1.9 10.9 6.4 17.0 2.0 0.0 11.2 19.6 0.1 0.1 0.2 0.079 0.5 -1.3 -0.7 0.0
Bruce Brown 28 TOR PG 5 0.0 90.0 5.3 0.433 0.207 0.172 3.7 8.7 6.1 4.5 1.6 0.0 8.8 15.9 -0.1 0.0 -0.1 -0.047 -6.6 -2.1 -8.7 -0.2
Pat Spencer 28 GSW PG 15 0.0 88.0 14.8 0.403 0.16 0.32 6.9 13.5 10.1 34.7 4.4 2.2 17.4 16.4 0.0 0.2 0.2 0.097 -1.9 4.1 2.2 0.1
Reece Beekman 23 2TM PG 10 0.0 87.0 4.4 0.432 0.217 0.13 1.2 2.8 2.0 13.6 2.3 2.3 22.3 15.8 -0.2 0.1 -0.1 -0.081 -7.2 -0.5 -7.7 -0.1
Reece Beekman 23 GSW PG 2 0.0 4.0 42.7 1.0 0.0 0.0 25.4 0.0 13.1 41.3 12.0 0.0 0.0 10.5 0.0 0.0 0.0 0.597 9.9 15.7 25.6 0.0
Reece Beekman 23 BRK PG 8 0.0 83.0 2.6 0.407 0.227 0.136 0.0 2.9 1.4 12.2 1.8 2.5 23.1 16.1 -0.2 0.0 -0.2 -0.114 -8.0 -1.3 -9.3 -0.2
Brandon Williams 25 DAL PG 10 0.0 66.0 11.9 0.551 0.308 0.423 3.4 9.6 6.5 13.0 0.7 0.0 14.0 23.1 0.0 0.0 0.1 0.04 -2.6 -1.3 -3.9 0.0
Jazian Gortman 21 DAL PG 15 0.0 55.0 6.9 0.485 0.478 0.174 2.0 7.6 4.9 15.2 1.8 1.6 16.8 23.0 -0.1 0.0 0.0 -0.031 -5.3 -0.9 -6.2 -0.1
Yuki Kawamura 23 MEM PG 16 0.0 54.0 9.8 0.508 0.714 0.286 0.0 11.2 5.8 28.3 0.8 0.0 14.5 20.3 0.0 0.1 0.1 0.077 -3.7 -0.9 -4.7 0.0
Devin Carter 22 SAC PG 3 0.0 44.0 14.8 0.436 0.556 0.333 7.6 33.3 20.4 21.4 1.1 4.5 8.8 22.1 0.0 0.1 0.1 0.074 -1.9 0.4 -1.5 0.0
JD Davison 22 BOS PG 5 0.0 24.0 -4.5 0.51 0.6 0.4 0.0 9.1 4.5 5.3 2.1 0.0 50.5 21.4 -0.2 0.0 -0.1 -0.272 -12.1 -2.2 -14.3 -0.1
Daishen Nix 22 MIN PG 3 0.0 13.0 -7.0 0.266 1.0 2.0 0.0 33.5 17.1 28.5 0.0 0.0 68.0 19.8 -0.1 0.0 -0.1 -0.323 -15.4 -1.5 -16.9 -0.1
Quincy Olivari 23 LAL PG 1 0.0 8.0 -0.9 0.5 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 21.9 0.0 0.0 0.0 -0.209 -7.8 -7.4 -15.2 0.0
Daniss Jenkins 23 DET PG 3 0.0 8.0 -26.7 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 26.7 -0.1 0.0 -0.1 -0.678 -27.0 -12.1 -39.2 -0.1
Collin Gillespie 25 PHO PG 1 0.0 3.0 26.8 0.75 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.5 0.0 0.0 0.0 0.136 11.4 0.0 11.3 0.0
